Date Of Stop	Time Of Stop	Description	Accident	Personal Injury	Property Damage	Fatal	State	VehicleType	Year	Make	Model	Color	Violation Type	Charge	Race	Gender	Driver State	DL State
07/21/2014	17:44:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	No	No	No	No	MD	02 - Automobile	2013	TOYOTA	4S	BLACK	Warning	21-801.1	WHITE	M	MD	MD
07/21/2014	00:06:00	FAILURE OF DRIVER TO MAKE LANE CHANGE TO AVAILABLELANE NOT IMMED. ADJACENT TO STOPPED EMERG. VEH.	No	No	No	No	MD	02 - Automobile	2010	TOYOT	4S	WHITE	Warning	21-405(e1)	WHITE	M	MD	MD
07/21/2014	13:00:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	VA	01 - Motorcycle	2003	BMW	SUV	BLACK	Warning	21-201(a1)	BLACK	F	MD	MD
07/21/2014	12:38:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2004	TOYOTA	HIGHLANDER	SILVER	Citation	13-401(h)	WHITE	M	MD	MD
07/21/2014	20:17:00	FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR	No	No	No	No	MD	02 - Automobile	1998	ACUR	4S	WHITE	Warning	13-411(a)	ASIAN	M	MD	MD
07/21/2014	22:00:00	NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON	No	Yes	No	No	MD	02 - Automobile	2011	BMW	4D	SILVER	Citation	21-901.1(b)	BLACK	M	MD	MD
07/21/2014	07:59:00	EXCEEDING MAXIMUM SPEED: 47 MPH IN A POSTED 30 MPH ZONE	No	No	No	No	MD	02 - Automobile	2011	FORD	TK	GRAY	Citation	21-801.1	WHITE	F	MD	MD
07/21/2014	20:28:00	FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR	No	No	No	No	MD	02 - Automobile	2003	HYUN	4S	SILVER	Warning	13-411(a)	BLACK	M	MD	CO
07/21/2014	08:07:00	EXCEEDING MAXIMUM SPEED: 47 MPH IN A POSTED 30 MPH ZONE	No	No	No	No	MD	02 - Automobile	2014	SUBARU	SW	GREEN	Citation	21-801.1	WHITE	M	MD	MD
07/21/2014	08:12:00	EXCEEDING MAXIMUM SPEED: 53 MPH IN A POSTED 30 MPH ZONE	No	No	No	No	MD	02 - Automobile	2006	TOYT	4S	SILVER	Citation	21-801.1	WHITE	M	MD	MD
07/21/2014	17:57:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	No	No	No	No	MD	05 - Light Duty Truck	2002	FORD	PU	BROWN	Warning	21-801.1	WHITE	M	MD	MD
07/21/2014	08:12:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2006	TOYT	4S	SILVER	Citation	13-401(h)	WHITE	M	MD	MD
07/21/2014	18:24:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	No	No	No	No	MD	02 - Automobile	2008	TOYOTA	2S	BLUE	Warning	21-801.1	WHITE	F	MD	MD
07/21/2014	17:28:00	DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION	No	No	No	No	CA	02 - Automobile	2014	NISSAN	QUEST	SILVER	Citation	16-101(a)	BLACK	M	MD	MD
07/21/2014	06:37:00	DRIVING MOTOR VEH. WITH OBSTRUCTED WINDSHIELD	No	No	No	No	MD	02 - Automobile	2001	JEEP	LIBERTY	GRAY	Warning	22-404(a)	HISPANIC	M	MD	MD
07/21/2014	18:36:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	No	No	No	No	MD	02 - Automobile	2012	BUICK	4S	WHITE	Warning	21-801.1	ASIAN	M	MD	MD
07/21/2014	08:50:00	EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE	No	No	No	No	MD	02 - Automobile	2007	MAZDA	3	BLACK	Citation	21-801.1	ASIAN	M	MD	MD
07/21/2014	10:10:00	HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION	No	No	No	No	MD	02 - Automobile	1995	NISSAN	PATHFINDER	WHITE	Citation	16-105(b1)	BLACK	F	MD	MD
07/21/2014	08:20:00	DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS	No	No	No	No	DC	02 - Automobile	2002	NISSAN	ALTIMA	SILVER	Warning	13-411(d)	BLACK	M	MD	MD
07/21/2014	10:43:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2010	VOLK	4S	RED	Warning	21-201(a1)	HISPANIC	F	MD	MD
07/21/2014	08:22:00	EXCEEDING MAXIMUM SPEED: 47 MPH IN A POSTED 30 MPH ZONE	No	No	No	No	MD	02 - Automobile	2002	NISS	TK	BLUE	Citation	21-801.1	WHITE	M	MD	MD
07/21/2014	10:35:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	05 - Light Duty Truck	2010	FORD	TK	WHITE	Warning	21-201(a1)	WHITE	M	MD	MD
07/21/2014	10:23:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	07 - Truck/Road Tractor	2009	RYDER	TK	WHITE	Warning	21-201(a1)	BLACK	M	MD	MD
07/21/2014	23:16:00	PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE	No	No	No	No	MD	02 - Automobile	1997	ISUZ	TK	BLACK	Citation	16-303(c)	BLACK	M	MD	MD
07/21/2014	17:26:00	EXCEEDING MAXIMUM SPEED: 45 MPH IN A POSTED 30 MPH ZONE	No	No	No	No	MD	02 - Automobile	2012	NISSAN	4S	BLACK	Citation	21-801.1	ASIAN	F	MD	MD
07/21/2014	22:30:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	01 - Motorcycle	2009	TOYOTA	COROLLA	SILVER	Warning	13-401(h)	WHITE	M	MD	MD
07/21/2014	08:22:00	OPERATOR NOT RESTRAINED BY SEATBELT	No	No	No	No	MD	02 - Automobile	2002	NISS	TK	BLUE	Citation	22-412.3(b)	WHITE	M	MD	MD
07/21/2014	04:46:00	NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON	No	No	No	No	MD	02 - Automobile	2014	SCION	FRS	RED	Citation	21-901.1(b)	HISPANIC	M	MD	MD
07/21/2014	08:42:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	05 - Light Duty Truck	2002	FORD	VN	WHITE	Citation	21-201(a1)	HISPANIC	M	MD	MD
07/20/2014	10:32:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	No	No	No	No	MD	02 - Automobile	2011	MITS	SUV	BLACK	Warning	21-801.1	BLACK	F	MD	MD
07/20/2014	22:52:00	DRIVER TURNING VEHICLE WITHOUT GIVING APPROPRIATE SIGNAL AS REQUIRED	No	No	No	No	MD	02 - Automobile	2009	JEEP	SUV	GRAY	Warning	21-604(c)	HISPANIC	M	MD	MD
07/20/2014	07:26:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	No	No	No	No	PA	02 - Automobile	2006	HONDA	CONV	RED	Warning	21-801.1	WHITE	M	PA	PA
07/20/2014	02:15:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	VA	02 - Automobile	2004	SATURN	VUE	WHITE	Citation	21-201(a1)	BLACK	M	VA	VA
07/20/2014	10:19:00	EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH	No	No	No	No	MD	02 - Automobile	2014	TOYOTA	CAMRY	GRAY	Warning	21-801.1	WHITE	M	MD	MD
07/20/2014	07:57:00	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	No	No	No	No	MD	02 - Automobile	2009	SATURN	AURA XR	GRAY	Warning	13-409(b)	BLACK	F	MD	MD
07/20/2014	01:43:00	DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE	No	No	No	No	MD	02 - Automobile	2013	FORD	4DR	BLACK	Warning	21-204(b)	HISPANIC	M	MD	MD
07/20/2014	01:43:00	DRIVING ON HWY. WITH OBSTRUCTED WINDSHIELD VIEW	No	No	No	No	MD	02 - Automobile	2013	FORD	4DR	BLACK	Warning	21-1104(c)	HISPANIC	M	MD	MD
07/20/2014	22:52:00	DRIVING ON HWY. WITH OBSTRUCTED WINDSHIELD VIEW	No	No	No	No	MD	02 - Automobile	2009	JEEP	SUV	GRAY	Warning	21-1104(c)	HISPANIC	M	MD	MD
07/20/2014	01:43:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2013	FORD	4DR	BLACK	Warning	21-201(a1)	HISPANIC	M	MD	MD
07/20/2014	22:52:00	MOTOR VEH. W/O REQUIRED STOP LAMPS EQUIPMENT	No	No	No	No	MD	02 - Automobile	2009	JEEP	SUV	GRAY	Warning	22-206(a)	HISPANIC	M	MD	MD
07/20/2014	13:25:00	PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103	No	No	No	No	MD	02 - Automobile	2006	ACURA	MDX	GRAY	Citation	16-303(h)	HISPANIC	F	MD	MD
07/20/2014	23:12:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2009	CHRYSLER	TOWN/COUNTRY	BLACK	Warning	13-401(h)	BLACK	M	MD	MD
07/20/2014	23:12:00	DRIVING ON HWY. WITH OBSTRUCTED WINDSHIELD VIEW	No	No	No	No	MD	02 - Automobile	2009	CHRYSLER	TOWN/COUNTRY	BLACK	Warning	21-1104(c)	BLACK	M	MD	MD
07/20/2014	10:38:00	DRIVER FAIL TO STOP AT STEADY CIRCULAR RED SIGNAL OR AT STEADY RED ARROW SIGNAL	No	No	No	No	MD	02 - Automobile	1999	TOYOTA	CAMRY LE	WHITE	Citation	21-202(h)	BLACK	F	MD	MD
07/20/2014	23:12:00	DRIVING A VEHICLE WHILE A REMOVABLE WINDSHIELD PLACARD IS HANGING FROM THE INSIDE REARVIEW MIRROR	No	No	No	No	MD	02 - Automobile	2009	CHRYSLER	TOWN/COUNTRY	BLACK	Warning	13-616.1(f2)	BLACK	M	MD	MD
07/20/2014	14:56:00	PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE	No	No	No	No	MD	02 - Automobile	2004	HYUNDAI	ELANTRA	BLUE	Citation	16-303(d)	BLACK	F	MD	MD
07/20/2014	23:12:00	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	No	No	No	No	MD	02 - Automobile	2009	CHRYSLER	TOWN/COUNTRY	BLACK	Warning	13-409(b)	BLACK	M	MD	MD
07/20/2014	16:01:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	No	No	No	No	MD	01 - Motorcycle	2007	DUCA	MC	BLACK	Warning	21-801.1	WHITE	M	MD	MD
07/20/2014	00:30:00	DRIVER CHANGING LANES WHEN UNSAFE	No	No	No	No	MD	02 - Automobile	2014	TOYOTA	RAV4	SILVER	Warning	21-309(b)	BLACK	M	MD	MD
07/20/2014	01:43:00	DRIVER ENTERING CROSSWALK AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING	No	No	No	No	MD	02 - Automobile	2013	FORD	4DR	BLACK	Warning	21-204(c)	HISPANIC	M	MD	MD
07/20/2014	01:43:00	DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING	No	No	No	No	MD	02 - Automobile	2013	FORD	4DR	BLACK	Warning	21-204(d)	HISPANIC	M	MD	MD
07/20/2014	12:30:00	DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION	No	No	No	No	MD	02 - Automobile	2009	MERCURY	MARINER	SILVER	Citation	21-1124.2(d2)	HISPANIC	M	MD	MD
07/20/2014	01:27:00	DRIVING VEH. ON HWY. WITH UNPAID REGISTRATION FEE	No	No	No	No	MD	05 - Light Duty Truck	2007	TOYOTA	TUNDRA	RED	Warning	13-401(d)	HISPANIC	M	MD	MD
07/20/2014	09:40:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2002	MERCEDES	E320	SILVER	Citation	13-401(h)	BLACK	F	VA	VA
07/20/2014	01:27:00	DRIVING ON HWY. WITH OBSTRUCTED WINDSHIELD VIEW	No	No	No	No	MD	05 - Light Duty Truck	2007	TOYOTA	TUNDRA	RED	Warning	21-1104(c)	HISPANIC	M	MD	MD
07/20/2014	20:07:00	DRIVER MAKING IMPROPER LEFT TURN AT RED SIGNAL	No	No	No	No	MD	01 - Motorcycle	2002	SUZUKI	MC	YELLOW	Citation	21-202(i2)	BLACK	M	MD	MD
07/20/2014	01:27:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	05 - Light Duty Truck	2007	TOYOTA	TUNDRA	RED	Warning	13-401(h)	HISPANIC	M	MD	MD
07/20/2014	07:37:00	EXCEEDING MAXIMUM SPEED: 52 MPH IN A POSTED 35 MPH ZONE	No	No	No	No	MD	02 - Automobile	1999	INFI	4S	GRAY	Citation	21-801.1	BLACK	F	MD	MD
07/20/2014	01:09:00	FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION	No	No	No	No	MD	02 - Automobile	2010	MAZDA	4DR	BLACK	Citation	21-801(b)	WHITE	M	MD	MD
07/20/2014	10:34:00	FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS	No	No	No	No	MD	02 - Automobile	2013	TOYOTA	COROLLA	GRAY	Warning	16-116(a)	BLACK	F	MD	MD
07/20/2014	01:15:00	FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS	No	No	No	No	MD	02 - Automobile	2013	TOYT	4S	GRAY	Warning	16-116(a)	BLACK	M	MD	NY
07/20/2014	12:55:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2010	LEXUS	RX350	GRAY	Citation	13-401(h)	WHITE	F	MD	MD
07/20/2014	14:28:00	EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH	No	No	No	No	NJ	02 - Automobile	2003	CHEVROLET	MALIBU 4S	GRAY	Warning	21-801.1	WHITE	F	NJ	NJ
07/20/2014	02:58:00	DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL	No	No	No	No	MD	02 - Automobile	1994	HONDA	ACCORD	BLACK	Citation	21-202(h1)	HISPANIC	M	MD	MD
07/20/2014	09:46:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	No	No	No	No	MD	02 - Automobile	2005	ACURA	MDX	SILVER	Warning	21-801.1	WHITE	F	MD	MD
07/20/2014	09:36:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	No	No	No	No	MD	02 - Automobile	2004	HONDA	PILOT	BLACK	Warning	21-801.1	WHITE	F	MD	MD
07/20/2014	12:17:00	EXCEEDING MAXIMUM SPEED: 47 MPH IN A POSTED 30 MPH ZONE	No	No	No	No	MD	02 - Automobile	2012	TOYOTA	PRIUS	BLUE	Citation	21-801.1	WHITE	F	MD	MD
07/20/2014	09:36:00	FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR	No	No	No	No	MD	02 - Automobile	2004	HONDA	PILOT	BLACK	Warning	13-411(a)	WHITE	F	MD	MD
07/20/2014	12:30:00	DRIVING VEHICLE IN VIOLATION OF RESTRICTED LICENSE REQUIREMENT	No	No	No	No	MD	02 - Automobile	2009	MERCURY	MARINER	SILVER	Citation	16-113(h)	HISPANIC	M	MD	MD
07/20/2014	09:06:00	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	No	No	No	No	MD	02 - Automobile	2013	HONDA	FIT	BLUE	Warning	13-409(b)	WHITE	F	MD	MD
07/20/2014	09:06:00	EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH	No	No	No	No	MD	02 - Automobile	2013	HONDA	FIT	BLUE	Warning	21-801.1	WHITE	F	MD	MD
07/20/2014	13:24:00	INSTALLING WINDOW TINTING MATERIAL NOT IN COMPLIANCE WITH REQUIREMENTS	No	No	No	No	MD	02 - Automobile	1998	HONDA	CIVIC	SILVER	Warning	22-406(i3)	HISPANIC	M	MD	MD
07/20/2014	08:40:00	DRIVING ON HWY. WITH OBSTRUCTED WINDSHIELD VIEW	No	No	No	No	MD	02 - Automobile	1998	HONDA	ACCORD	SILVER	Warning	21-1104(c)	HISPANIC	M	MD	MD
07/20/2014	03:56:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	DC	02 - Automobile	2002	NISSAN	ALTIMA	GOLD	Citation	21-201(a1)	HISPANIC	M	DC	DC
07/20/2014	16:23:00	DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL	No	No	No	No	MD	02 - Automobile	2014	BMW	328D	WHITE	Citation	21-202(h1)	ASIAN	M	MD	MD
07/20/2014	09:40:00	STOP LIGHTS (*)	No	No	No	No	MD	02 - Automobile	2006	TOYT	VN	GRAY	ESERO	64*	ASIAN	M	MD	MD
07/20/2014	01:33:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	1999	DODG	CARAVAN	WHITE	Citation	21-201(a1)	BLACK	M	MD	MD
07/20/2014	09:11:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	No	No	No	No	MD	02 - Automobile	2014	BMW	SUV	WHITE	Warning	21-801.1	ASIAN	F	MD	MD
07/20/2014	09:58:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	No	No	No	No	MD	02 - Automobile	2001	HONDA	4S	SILVER	Warning	21-801.1	WHITE	M	CA	CA
07/20/2014	10:29:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	No	No	No	No	MD	02 - Automobile	2011	HONDA	VAN	SILVER	Warning	21-801.1	BLACK	M	MD	MD
07/20/2014	14:18:00	DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION	No	No	No	No	MD	02 - Automobile	1997	TOYT	AVALON	GREEN	Citation	21-1124.2(d2)	BLACK	M	MD	MD
07/20/2014	10:40:00	EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH	No	No	No	No	MD	02 - Automobile	2010	TOYT	TK	SILVER	Warning	21-801.1	ASIAN	F	MD	MD
07/20/2014	01:34:00	DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE	No	No	No	No	NY	02 - Automobile	2010	HOND	PILOT	BLACK	Warning	21-204(b)	BLACK	F	DC	DC
07/20/2014	04:19:00	DRIVING WHILE IMPAIRED BY ALCOHOL	No	No	No	No	MD	02 - Automobile	2005	NISS	ALTIMA	BLACK	Citation	21-902(b1)	HISPANIC	F	MD	XX
07/20/2014	00:35:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2009	VOLKS	VN	GRAY	Warning	13-401(h)	ASIAN	M	MD	MD
07/20/2014	10:35:00	EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE	No	No	No	No	VA	02 - Automobile	2012	NISSAN	SENTRA	BLACK	Citation	21-801.1	WHITE	F	VA	VA
07/20/2014	03:50:00	FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED	No	No	No	No	MD	02 - Automobile	2005	SUZUKI	4DR	RED	Citation	21-301(a)	BLACK	M	MD	MD
07/20/2014	08:40:00	DRIVING VEHICLE IN VIOLATION OF RESTRICTED LICENSE REQUIREMENT	No	No	No	No	MD	02 - Automobile	1998	HONDA	ACCORD	SILVER	Citation	16-113(h)	HISPANIC	M	MD	MD
07/20/2014	23:40:00	NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON	No	No	No	No	VA	01 - Motorcycle	2005	DODGE	CARAVAN	SILVER	Citation	21-901.1(b)	HISPANIC	M	MD	VA
07/20/2014	01:33:00	WINDOW TINT	No	No	No	No	MD	05 - Light Duty Truck	2005	FORD	F250 DIESEL	GRAY	ESERO	61	WHITE	M	MD	MD
07/20/2014	23:40:00	PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE	No	No	No	No	VA	01 - Motorcycle	2005	DODGE	CARAVAN	SILVER	Citation	16-303(c)	HISPANIC	M	MD	VA
07/20/2014	01:33:00	SUSPENSION / SHOCKS	No	No	No	No	MD	05 - Light Duty Truck	2005	FORD	F250 DIESEL	GRAY	ESERO	59	WHITE	M	MD	MD
07/20/2014	15:13:00	STOP LIGHTS (*)	No	No	No	No	MD	02 - Automobile	2007	TOYTA	COROLLA	SILVER	ESERO	64*	WHITE	M	MD	MD
07/20/2014	12:52:00	STOP LIGHTS (*)	No	No	No	No	MD	02 - Automobile	2007	BUICK	LUCERNE	WHITE	ESERO	64*	BLACK	M	MD	MD
07/20/2014	09:57:00	STOP LIGHTS (*)	No	No	No	No	MD	02 - Automobile	2000	HONDA	ACCORD	WHITE	ESERO	64*	ASIAN	M	MD	MD
07/20/2014	20:32:00	DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION	No	No	No	No	MD	05 - Light Duty Truck	2012	MERZ	ML 350/ SUV	GRAY	Citation	21-1124.2(d2)	WHITE	M	MD	MD
07/20/2014	02:58:00	DRIVING WHILE IMPAIRED BY ALCOHOL	No	No	No	No	MD	02 - Automobile	1994	HONDA	ACCORD	BLACK	Citation	21-902(b1)	HISPANIC	M	MD	MD
07/20/2014	14:21:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2010	HYUNDAI	GENESIS	RED	Citation	13-401(h)	ASIAN	M	MD	MD
07/20/2014	02:52:00	DRIVING VEH. WITH WINDSHIELD VIEW OBSTRUCTED BY SIGN MATERIAL	No	No	No	No	MD	02 - Automobile	2001	JEEP	TK	BLUE	Warning	21-1104(d)	WHITE	F	MD	MD
07/20/2014	10:56:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	1997	OLDS	TK	BLACK	Citation	13-401(h)	HISPANIC	M	MD	MD
07/20/2014	02:52:00	DRIVING MOTOR VEH. WITH OBSTRUCTED WINDSHIELD	No	No	No	No	MD	02 - Automobile	2001	JEEP	TK	BLUE	Warning	22-404(a)	WHITE	F	MD	MD
07/20/2014	02:52:00	DRIVING A VEHICLE WHILE A REMOVABLE WINDSHIELD PLACARD IS HANGING FROM THE INSIDE REARVIEW MIRROR	No	No	No	No	MD	02 - Automobile	2001	JEEP	TK	BLUE	Warning	13-616.1(f2)	WHITE	F	MD	MD
07/20/2014	02:52:00	MOTOR VEH W/O REQUIRED STOP LAMPS EQUIPMENT	No	No	No	No	MD	02 - Automobile	2001	JEEP	TK	BLUE	Warning	22-206(a)	WHITE	F	MD	MD
07/20/2014	02:52:00	FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP	No	No	No	No	MD	02 - Automobile	2001	JEEP	TK	BLUE	Warning	22-219(a)	WHITE	F	MD	MD
07/20/2014	00:51:00	WILLFULLY DRIVING MOTOR VEH. AT SLOW SPEED IMPEDING NORMAL AND REASONABLE TRAFFIC MOVEMENT	No	No	No	No	MD	02 - Automobile	2007	HOND	2S	BLACK	Warning	21-804(a)	HISPANIC	F	MD	MD
07/20/2014	00:51:00	DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE	No	No	No	No	MD	02 - Automobile	2007	HOND	2S	BLACK	Warning	21-204(b)	HISPANIC	F	MD	MD
07/20/2014	00:51:00	DRIVER FAILURE TO STOP AT STOP SIGN LINE	No	No	No	No	MD	02 - Automobile	2007	HOND	2S	BLACK	Warning	21-707(a)	HISPANIC	F	MD	MD
07/20/2014	00:51:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	02 - Automobile	2007	HOND	2S	BLACK	Warning	21-201(a1)	HISPANIC	F	MD	MD
07/20/2014	09:23:00	DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION	No	No	No	No	MD	02 - Automobile	2008	NISS	ROGUE	BLACK	Warning	13-401(h)	WHITE	F	MD	MD
07/20/2014	02:41:00	DRIVING  UNSAFE VEH. ON HWY.	No	No	No	No	MD	02 - Automobile	2004	BMW	4D	BLACK	Warning	22-101(a)	BLACK	F	MD	MD
07/20/2014	20:07:00	DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS	No	No	No	No	MD	01 - Motorcycle	2002	SUZUKI	MC	YELLOW	Citation	21-201(a1)	BLACK	M	MD	MD
07/20/2014	01:38:00	DRIVIGN UNSAFE VEH. ON HWY.	No	No	No	No	MD	02 - Automobile	2000	TOYOTA	CAMRY	SILVER	Warning	22-101(a)	ASIAN	F	MD	MD
07/20/2014	21:38:00	EXCEEDING MAXIMUM SPEED: 58 MPH IN A POSTED 45 MPH ZONE	No	No	No	No	MD	02 - Automobile	1999	LEXUS	GS500	SILVER	Citation	21-801.1	WHITE	M	ID	ID
07/20/2014	23:40:00	PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE	No	No	No	No	VA	01 - Motorcycle	2005	DODGE	CARAVAN	SILVER	Citation	16-303(d)	HISPANIC	M	MD	VA
07/20/2014	16:42:00	FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER	No	No	No	No	MD	02 - Automobile	2004	TOYOT	CAMRY	WHITE	Citation	13-409(b)	BLACK	M	MD	MD
07/20/2014	01:21:00	FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND	No	No	No	No	MD	02 - Automobile	1996	NISS	4S	SILVER	Warning	22-201.1	BLACK	F	MD	MD
07/20/2014	00:46:00	DRIVING UNSAFE VEH. ON HWY.	No	No	No	No	ME	02 - Automobile	2010	SUBARU	LEGACY	RED	Warning	22-101(a)	WHITE	M	ME	ME
07/20/2014	10:52:00	EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE	No	No	No	No	MD	02 - Automobile	2008	TOYOTA	COROLLA	SILVER	Citation	21-801.1	WHITE	M	MD	MD
